StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q22,Q23,Q24,Q25,Q26,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21
2025-09-17 12:17:45,2025-09-17 12:21:46,IP Address,192.88.11.210,100,241,True,2025-09-17 12:21:46,R_3JsjrY1DdbL8mlj,,,,,32.3251,-95.2981,qr,EN,1085,18-24 years old,Male,Caucasian,Somewhat secure,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral
2025-09-17 12:17:47,2025-09-17 12:21:47,IP Address,192.88.11.210,100,240,True,2025-09-17 12:21:48,R_332Sr1C8Pq1ODvy,,,,,32.3251,-95.2981,qr,EN,1074,18-24 years old,Female,Caucasian,Somewhat secure,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Agree
2025-09-17 12:18:43,2025-09-17 12:21:48,IP Address,172.226.168.16,100,184,True,2025-09-17 12:21:48,R_5pnS7Tx6PBo9J6P,,,,,33.7485,-84.3871,qr,EN,1020,18-24 years old,Male,Caucasian,Somewhat insecure,Neutral,Disagree,Neutral,Agree,Strongly disagree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree
2025-09-17 12:17:47,2025-09-17 12:21:48,IP Address,79.127.244.142,100,241,True,2025-09-17 12:21:48,R_3nOSZyvQv8UjEwv,,,,,32.7797,-96.8022,qr,EN,1038,18-24 years old,Male,Caucasian,Somewhat secure,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree
2025-09-17 12:17:50,2025-09-17 12:21:49,IP Address,192.88.11.210,100,238,True,2025-09-17 12:21:50,R_5GLl7xnY9cSgpeF,,,,,32.3251,-95.2981,qr,EN,1066,35-44 years old,Female,Caucasian,Secure,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree
2025-09-17 12:17:49,2025-09-17 12:21:50,IP Address,192.88.11.210,100,240,True,2025-09-17 12:21:50,R_6k0rOH5zPT8mRQn,,,,,32.3251,-95.2981,qr,EN,1037,18-24 years old,Male,Caucasian,Very secure,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree
2025-09-17 12:17:51,2025-09-17 12:21:52,IP Address,38.68.134.29,100,240,True,2025-09-17 12:21:52,R_67j7o4LHi58hWlj,,,,,32.7797,-96.8022,qr,EN,1093,18-24 years old,Male,Other,Somewhat secure,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Neutral
2025-09-17 12:17:54,2025-09-17 12:22:00,IP Address,192.88.11.210,100,246,True,2025-09-17 12:22:01,R_6bcQUkEaPEPcp2x,,,,,32.3251,-95.2981,qr,EN,1070,18-24 years old,Male,Caucasian,Secure,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly disagree,Neutral,Neutral,Agree,Neutral
2025-09-17 12:17:50,2025-09-17 12:22:01,IP Address,192.88.11.210,100,251,True,2025-09-17 12:22:01,R_6IB4HC9IAzusb08,,,,,32.3251,-95.2981,qr,EN,1003,18-24 years old,Female,Caucasian,Somewhat secure,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree
2025-09-17 12:18:19,2025-09-17 12:22:02,IP Address,192.88.11.210,100,222,True,2025-09-17 12:22:02,R_6OjhfhrfG0gtRnJ,,,,,32.3251,-95.2981,qr,EN,1002,18-24 years old,Female,Caucasian,Somewhat secure,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral
2025-09-17 12:18:40,2025-09-17 12:22:04,IP Address,192.88.11.210,100,203,True,2025-09-17 12:22:05,R_5opxLpcxdqlHGrq,,,,,32.3251,-95.2981,qr,EN,"1058
",18-24 years old,Female,Other,Somewhat secure,Agree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Strongly agree
2025-09-17 12:17:46,2025-09-17 12:22:05,IP Address,37.19.221.219,100,258,True,2025-09-17 12:22:06,R_3NIC2TeErZW7OKt,,,,,29.7539,-95.359,qr,EN,1042,18-24 years old,Female,Other,Somewhat secure,Agree,Neutral,Neutral,Neutral,Strongly disagree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree
2025-09-17 12:17:51,2025-09-17 12:22:06,IP Address,192.88.11.210,100,255,True,2025-09-17 12:22:06,R_3azaNQ7ByuzT5fz,,,,,32.3251,-95.2981,qr,EN,1044,18-24 years old,Female,African-Canadian/Black,Secure,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree
2025-09-17 12:17:52,2025-09-17 12:22:07,IP Address,192.88.11.210,100,254,True,2025-09-17 12:22:07,R_1fP1Zq6qyxcGW2B,,,,,32.3251,-95.2981,qr,EN,1051,18-24 years old,Female,Caucasian,Very secure,Disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral
2025-09-17 12:17:49,2025-09-17 12:22:08,IP Address,192.88.11.210,100,259,True,2025-09-17 12:22:09,R_6OTY5ondrkmDPjr,,,,,32.3251,-95.2981,qr,EN,1011,25-34 years old,Female,Caucasian,Somewhat insecure,Neutral,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Strongly disagree,Neutral,Agree,Disagree,Neutral
2025-09-17 12:17:51,2025-09-17 12:22:08,IP Address,192.88.11.210,100,257,True,2025-09-17 12:22:09,R_6zgzJ5rANJeJ0TD,,,,,32.3251,-95.2981,qr,EN,1027,18-24 years old,Female,African-Canadian/Black,Somewhat secure,Neutral,Disagree,Strongly disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Agree
2025-09-17 12:17:47,2025-09-17 12:22:14,IP Address,192.88.11.210,100,267,True,2025-09-17 12:22:15,R_6ekNrbFnuipPaE1,,,,,32.3251,-95.2981,qr,EN,1084,18-24 years old,Female,Asian,Insecure,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree
2025-09-17 12:17:52,2025-09-17 12:22:22,IP Address,192.88.11.210,100,270,True,2025-09-17 12:22:22,R_5IaSnjtCB1RpQiO,,,,,32.3251,-95.2981,qr,EN,1098,18-24 years old,Male,Asian,Very secure,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree
2025-09-17 12:17:46,2025-09-17 12:22:22,IP Address,192.88.11.210,100,276,True,2025-09-17 12:22:22,R_33JIq78Xd0JEHHH,,,,,32.3251,-95.2981,qr,EN,1078,18-24 years old,Female,Multiethnic,Very secure,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree
2025-09-17 12:17:57,2025-09-17 12:22:24,IP Address,192.88.11.210,100,267,True,2025-09-17 12:22:25,R_6KOpeXrXjWPZbtV,,,,,32.3251,-95.2981,qr,EN,1062,25-34 years old,Female,African-Canadian/Black,Very secure,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree
2025-09-17 12:18:02,2025-09-17 12:22:32,IP Address,192.88.11.210,100,270,True,2025-09-17 12:22:32,R_5UYnhOatVzIcVh2,,,,,32.3251,-95.2981,qr,EN,1061,18-24 years old,Male,African-Canadian/Black,Somewhat secure,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Strongly agree
2025-09-17 12:17:52,2025-09-17 12:22:35,IP Address,192.88.11.210,100,283,True,2025-09-17 12:22:35,R_3BjHr0G4yhZnijT,,,,,32.3251,-95.2981,qr,EN,1094,18-24 years old,Female,Caucasian,Secure,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Agree
2025-09-17 12:17:53,2025-09-17 12:22:41,IP Address,192.88.11.210,100,288,True,2025-09-17 12:22:41,R_3lt4EBzoHNPMG4L,,,,,32.3251,-95.2981,qr,EN,1030,18-24 years old,Female,Caucasian,Somewhat insecure,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree
2025-09-17 12:17:47,2025-09-17 12:22:44,IP Address,192.88.11.210,100,296,True,2025-09-17 12:22:44,R_63OQNssMWLBEPp7,,,,,32.3251,-95.2981,qr,EN,1041,18-24 years old,Female,Other,Somewhat secure,Agree,Neutral,Neutral,Neutral,Strongly disagree,Agree,Strongly disagree,Neutral,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral
2025-09-17 12:17:45,2025-09-17 12:22:44,IP Address,192.88.11.210,100,298,True,2025-09-17 12:22:44,R_1uKciMSKRNns7iw,,,,,32.3251,-95.2981,qr,EN,1022,18-24 years old,Female,Caucasian,Somewhat insecure,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Neutral,Neutral,Agree
2025-09-17 12:17:47,2025-09-17 12:22:45,IP Address,192.88.11.210,100,297,True,2025-09-17 12:22:45,R_6scZj0Ej2HqiCMT,,,,,32.3251,-95.2981,qr,EN,1036,35-44 years old,Male,African-Canadian/Black,Somewhat insecure,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2025-09-17 12:17:44,2025-09-17 12:22:45,IP Address,192.88.11.210,100,301,True,2025-09-17 12:22:45,R_3OPARoezwmXVW01,,,,,32.3251,-95.2981,qr,EN,1089,18-24 years old,Female,African-Canadian/Black,Somewhat secure,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Strongly agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly agree
2025-09-17 12:18:06,2025-09-17 12:22:45,IP Address,192.88.11.210,100,279,True,2025-09-17 12:22:46,R_7NkrdvFLOzvf3ZI,,,,,32.3251,-95.2981,qr,EN,1028,35-44 years old,Female,Multiethnic,Very insecure,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2025-09-17 12:18:22,2025-09-17 12:22:48,IP Address,192.88.11.210,100,265,True,2025-09-17 12:22:48,R_5Ez7K31M2mq94yJ,,,,,32.3251,-95.2981,qr,EN,1010,18-24 years old,Male,Caucasian,Secure,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly disagree,Neutral,Agree,Agree,Strongly agree
2025-09-17 12:18:00,2025-09-17 12:23:03,IP Address,67.220.94.219,100,303,True,2025-09-17 12:23:03,R_5cnnXe29th5QlRn,,,,,43.6547,-79.3623,qr,EN,1068,18-24 years old,Male,Other,Secure,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral
2025-09-17 12:18:06,2025-09-17 12:23:10,IP Address,192.88.11.210,100,303,True,2025-09-17 12:23:10,R_6E77jxWk7qnEbxY,,,,,32.3251,-95.2981,qr,EN,1040,18-24 years old,Female,African-Canadian/Black,Somewhat secure,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
2025-09-17 12:18:41,2025-09-17 12:23:20,IP Address,192.88.11.210,100,279,True,2025-09-17 12:23:21,R_6Li48BImrSDNwxs,,,,,32.3251,-95.2981,qr,EN,1087,25-34 years old,Female,African-Canadian/Black,Somewhat insecure,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree
2025-09-17 12:18:22,2025-09-17 12:23:22,IP Address,192.88.11.210,100,299,True,2025-09-17 12:23:22,R_5auQG29Zi5tmSSB,,,,,32.3251,-95.2981,qr,EN,1092,18-24 years old,Male,African-Canadian/Black,Somewhat secure,Neutral,Disagree,Disagree,Agree,Strongly disagree,Neutral,Neutral,Agree,Strongly disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree
2025-09-17 12:17:53,2025-09-17 12:23:22,IP Address,192.88.11.210,100,329,True,2025-09-17 12:23:23,R_3JIpGHtyH2yEUIC,,,,,32.3251,-95.2981,qr,EN,1025,18-24 years old,Female,Middle Eastern,Very secure,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree
2025-09-17 12:17:49,2025-09-17 12:23:25,IP Address,192.88.11.210,100,336,True,2025-09-17 12:23:25,R_6mPZlDEHKJJMmWQ,,,,,32.3251,-95.2981,qr,EN,1039,18-24 years old,Female,Other,Secure,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Agree
2025-09-17 12:17:51,2025-09-17 12:23:30,IP Address,192.88.11.210,100,339,True,2025-09-17 12:23:31,R_3luXwXEXmMaAAav,,,,,32.3251,-95.2981,qr,EN,1079,18-24 years old,Male,Multiethnic,Very secure,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree
2025-09-17 12:18:02,2025-09-17 12:23:44,IP Address,192.88.11.210,100,342,True,2025-09-17 12:23:44,R_7mtqwGhVKsnkA7O,,,,,32.3251,-95.2981,qr,EN,1050,18-24 years old,Female,Multiethnic,Somewhat secure,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Neutral,Neutral
2025-09-17 12:17:55,2025-09-17 12:23:44,IP Address,192.88.11.210,100,349,True,2025-09-17 12:23:45,R_32JAv0SN75efB85,,,,,32.3251,-95.2981,qr,EN,1095,18-24 years old,Female,Asian,Secure,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree
2025-09-17 12:17:52,2025-09-17 12:23:49,IP Address,192.88.11.210,100,357,True,2025-09-17 12:23:50,R_3awMcEVhilDiUH7,,,,,32.3251,-95.2981,qr,EN,1090,18-24 years old,Female,African-Canadian/Black,Somewhat secure,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree
2025-09-17 12:22:21,2025-09-17 12:23:54,IP Address,37.19.221.219,100,93,True,2025-09-17 12:23:55,R_3rUqcHd34kERJER,,,,,29.7539,-95.359,qr,EN,1043,18-24 years old,Female,Other,Somewhat secure,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Strongly agree
2025-09-17 12:18:45,2025-09-17 12:23:56,IP Address,192.88.11.210,100,310,True,2025-09-17 12:23:56,R_7xPo9nKulfMF37f,,,,,32.3251,-95.2981,qr,EN,1023,25-34 years old,Male,African-Canadian/Black,Somewhat secure,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree
2025-09-17 12:18:02,2025-09-17 12:24:06,IP Address,192.88.11.210,100,363,True,2025-09-17 12:24:06,R_7RacxyPAILvOi6J,,,,,32.3251,-95.2981,qr,EN,1049,18-24 years old,Female,African-Canadian/Black,Insecure,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Neutral,Strongly agree,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree
2025-09-17 12:17:52,2025-09-17 12:25:03,IP Address,104.243.215.199,100,430,True,2025-09-17 12:25:03,R_5kOa5tOqHxQavTP,,,,,37.751,-97.822,qr,EN,1047,18-24 years old,Female,Multiethnic,Secure,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly agree,Neutral,Agree,Strongly agree
2025-09-17 12:18:27,2025-09-17 12:25:30,IP Address,69.50.95.51,100,423,True,2025-09-17 12:25:30,R_54vYqvgMcCrEmqZ,,,,,39.7391,-104.9866,qr,EN,1097,18-24 years old,Male,Caucasian,Somewhat secure,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Agree
2025-09-17 12:17:51,2025-09-17 12:27:22,IP Address,192.88.11.210,100,571,True,2025-09-17 12:27:23,R_5qIqpdA5FuRpAPV,,,,,32.3251,-95.2981,qr,EN,1063,18-24 years old,Female,Caucasian,Secure,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Neutral,Agree,Disagree
